arm,subject,file,file_name,n_samples,n_channels,n_windows,duration_s,channel_rms_mean,channel_rms_std,channel_rms_min,channel_rms_max,channel_rms_cv,dead_channels_lt1,dead_channels_lt2,sat_channels_gt5000,label_unknown_frac,label_frac_neutral,label_frac_neutral_buffer,label_frac_left_turn,label_frac_right_turn,label_frac_signal_left,label_frac_signal_right,label_frac_horn,window_conf_mean,window_conf_p10,window_conf_p25,window_low_conf_frac_lt08,train_kept_windows,train_keep_frac,kept_frac_neutral,kept_frac_left_turn,kept_frac_right_turn,kept_frac_signal_left,kept_frac_signal_right,kept_frac_horn,has_calib,calib_neutral_rms_mean,calib_mvc_rms_mean,calib_ratio_mean,calib_ratio_median,calib_ratio_min,calib_ratio_max,calib_weak_ch_lt15,calib_weak_ch_lt20
right arm,subject02,data/right arm/subject02/filtered/subject02_session07_relabeled_first_gesture_dropped_filtered.npz,subject02_session07_relabeled_first_gesture_dropped_filtered.npz,363852,17,3637,181.926,0.03244899585843086,0.03633040189743042,0.011533910408616066,0.1694353222846985,1.1196155548095703,17,17,0,0.0,0.1531519798984196,0.1112864551812896,0.12266254012272383,0.15325922918406276,0.15325922918406276,0.15316730122494004,0.1532132652045014,0.7495188342040143,0.0,0.0,0.2504811657959857,2378,0.6538355787737146,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,0.009490741416811943,0.03979802876710892,5.693775177001953,3.610410690307617,2.6376378536224365,26.422048568725586,0,0
right arm,subject03,data/right arm/subject03/filtered/subject03_session01_relabeled_first_gesture_dropped_filtered.npz,subject03_session01_relabeled_first_gesture_dropped_filtered.npz,362934,17,3628,181.467,0.025266528129577637,0.00840552244335413,0.013308918103575706,0.0458284430205822,0.33267420530319214,17,17,0,0.0,0.15322846350116082,0.1113545984629648,0.12257970592517106,0.15321313912237283,0.15324378787994883,0.15319781474358482,0.15318249036479684,0.7511025358324146,0.0,1.0,0.24889746416758546,2377,0.6551819184123484,0.17206562894404712,0.1379890618426588,0.17248632730332353,0.17248632730332353,0.17248632730332353,0.17248632730332353,1,0.008084855042397976,0.16589027643203735,21.85265350341797,20.06700897216797,11.099570274353027,58.23146057128906,0,0
right arm,subject03,data/right arm/subject03/filtered/subject03_session02_relabeled_first_gesture_dropped_filtered.npz,subject03_session02_relabeled_first_gesture_dropped_filtered.npz,363312,17,3632,181.656,0.01740465871989727,0.0053426665253937244,0.009127961471676826,0.03135991469025612,0.3069676160812378,17,17,0,0.0,0.1531521181345404,0.111555341099699,0.12253088547291346,0.15310616330813476,0.15328998261375734,0.1531521181345404,0.15321339123641461,0.751101321585903,0.0,1.0,0.2488986784140969,2379,0.6550110132158591,0.1723413198823035,0.13787305590584278,0.1723413198823035,0.17276166456494324,0.1723413198823035,0.1723413198823035,1,0.0076194144785404205,0.10127455741167068,14.939311027526855,12.457198143005371,7.473672389984131,40.203651428222656,0,0
right arm,subject03,data/right arm/subject03/filtered/subject03_session03_relabeled_first_gesture_dropped_filtered.npz,subject03_session03_relabeled_first_gesture_dropped_filtered.npz,362826,17,3627,181.413,0.017542431131005287,0.005718851927667856,0.010163293220102787,0.03592769429087639,0.3260011076927185,17,17,0,0.0,0.15321997036379023,0.11143061719129906,0.12255759724620645,0.1532467731374944,0.15315487791336577,0.15318933862241402,0.1532008255254301,0.7513096222773642,0.0,1.0,0.24869037772263577,2378,0.6556382685414943,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,0.008690470829606056,0.03890204057097435,7.775444507598877,3.8565571308135986,2.834352493286133,38.27436065673828,0,0
right arm,subject03,data/right arm/subject03/filtered/subject03_session04_relabeled_first_gesture_dropped_filtered.npz,subject03_session04_relabeled_first_gesture_dropped_filtered.npz,362340,17,3622,181.17,0.019105248153209686,0.007222132757306099,0.009570508264005184,0.04352521896362305,0.37801826000213623,17,17,0,0.0,0.1531860773362141,0.11137671332582497,0.1225549911508493,0.15321672374560416,0.1532933397690793,0.15315543092682404,0.15321672374560416,0.751794588625069,0.0,1.0,0.248205411374931,2378,0.6565433462175594,0.1719932716568545,0.13793103448275862,0.1724137931034483,0.17283431455004206,0.1719932716568545,0.17283431455004206,1,0.00860594306141138,0.033620744943618774,8.407703399658203,3.088270664215088,2.1083247661590576,42.423946380615234,0,0
right arm,subject03,data/right arm/subject03/filtered/subject03_session05_relabeled_first_gesture_dropped_filtered.npz,subject03_session05_relabeled_first_gesture_dropped_filtered.npz,362340,17,3622,181.17,0.016166316345334053,0.006372281815856695,0.007159508299082518,0.03275170177221298,0.3941703140735626,17,17,0,0.0,0.15319559671822214,0.11139199779376278,0.12252277097265951,0.15328752326890815,0.15324155999356515,0.15311899125931713,0.15324155999356515,0.7534511319712865,0.0,1.0,0.24654886802871342,2378,0.6565433462175594,0.1724137931034483,0.13793103448275862,0.17283431455004206,0.1719932716568545,0.1719932716568545,0.17283431455004206,1,0.0076761445961892605,0.02173377387225628,6.101280212402344,1.7953965663909912,1.4263691902160645,32.21446990966797,2,9
right arm,subject03,data/right arm/subject03/filtered/subject03_session06_relabeled_first_gesture_dropped_filtered.npz,subject03_session06_relabeled_first_gesture_dropped_filtered.npz,362934,17,3628,181.467,0.016089875251054764,0.0057764556258916855,0.006702200043946505,0.030795028433203697,0.35901182889938354,17,17,0,0.0,0.1531862087983638,0.11150773284717382,0.12254590300811202,0.1532321692570492,0.15320152895125894,0.15315556849257356,0.15317088864546868,0.7513781697905182,0.0,1.0,0.2486218302094818,2378,0.655457552370452,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,0.01042580883949995,0.02480209618806839,6.348269462585449,1.63786780834198,1.1137107610702515,40.03975296020508,8,9
right arm,subject04,data/right arm/subject04/filtered/subject04_session01_relabeled_first_gesture_dropped_filtered.npz,subject04_session01_relabeled_first_gesture_dropped_filtered.npz,362340,17,3622,181.17,0.05223085358738899,0.037069812417030334,0.00979315210133791,0.14840632677078247,0.7097301483154297,17,17,0,0.0,0.15319918191636855,0.11149070463963723,0.12255934553309486,0.15319918191636855,0.15319918191636855,0.1531685420799853,0.15318386199817693,0.7528989508558808,0.0,1.0,0.24710104914411926,2377,0.6562672556598564,0.17206562894404712,0.1379890618426588,0.1729070256625999,0.17248632730332353,0.17248632730332353,0.17206562894404712,1,0.03220667690038681,0.0629657432436943,4.642021656036377,5.785806179046631,0.20608361065387726,10.040696144104004,5,5
right arm,subject04,data/right arm/subject04/filtered/subject04_session02_relabeled_first_gesture_dropped_filtered.npz,subject04_session02_relabeled_first_gesture_dropped_filtered.npz,362826,17,3627,181.413,0.060791563242673874,0.053222205489873886,0.008231508545577526,0.22219529747962952,0.8754867315292358,17,17,0,0.0,0.15319559671822214,0.11148392434444879,0.12259937643156452,0.15316495453466014,0.15322623890178413,0.15322623890178413,0.15310367016753615,0.7513096222773642,0.0,1.0,0.24869037772263577,2378,0.6556382685414943,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,0.01791928894817829,0.055248014628887177,4.992461204528809,2.7119107246398926,1.3219329118728638,25.462947845458984,2,3
right arm,subject04,data/right arm/subject04/filtered/subject04_session03_relabeled_first_gesture_dropped_filtered.npz,subject04_session03_relabeled_first_gesture_dropped_filtered.npz,362556,17,3624,181.278,0.04850316420197487,0.03661274164915085,0.011684728786349297,0.1416725367307663,0.7548526525497437,17,17,0,0.0,0.153236743106262,0.11118091896074841,0.12254342346207774,0.1532980378035045,0.1532827141291939,0.1532214194319514,0.153236743106262,0.7522075055187638,0.0,1.0,0.2477924944812362,2378,0.6561810154525386,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,0.0467151515185833,0.05869061127305031,2.2449822425842285,2.130275249481201,0.27792736887931824,5.217509746551514,6,7
right arm,subject04,data/right arm/subject04/filtered/subject04_session04_relabeled_first_gesture_dropped_filtered.npz,subject04_session04_relabeled_first_gesture_dropped_filtered.npz,363096,17,3629,181.548,0.044411636888980865,0.03769242390990257,0.01075854804366827,0.14892321825027466,0.8487060070037842,17,17,0,0.0,0.15320980751112576,0.11144133034093433,0.12257090989866185,0.15310257136948213,0.15327108530635067,0.15322512695993198,0.15317916861351327,0.7508955635161202,0.0,1.0,0.24910443648387987,2377,0.6550013777900248,0.17248632730332353,0.1379890618426588,0.17206562894404712,0.17248632730332353,0.17248632730332353,0.17248632730332353,1,0.07143408060073853,0.06192406639456749,2.94205641746521,2.3101561069488525,0.06897636502981186,9.707267761230469,7,8
right arm,subject04,data/right arm/subject04/filtered/subject04_session05_relabeled_first_gesture_dropped_filtered.npz,subject04_session05_relabeled_first_gesture_dropped_filtered.npz,362610,17,3625,181.305,0.04447844624519348,0.03743790462613106,0.010371295735239983,0.16151012480258942,0.8417088985443115,17,17,0,0.0,0.15315308413076623,0.11143629858339144,0.122537790274511,0.15324502195015438,0.15316840710066426,0.15326034492005242,0.1531990530404603,0.7522758620689655,0.0,1.0,0.24772413793103448,2378,0.656,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,7.521438874391606e-06,0.0418129600584507,19844.314453125,6703.5537109375,1543.7435302734375,125580.0546875,0,0
right arm,subject05,data/right arm/subject05/filtered/subject05_session01_relabeled_first_gesture_dropped_filtered.npz,subject05_session01_relabeled_first_gesture_dropped_filtered.npz,362934,17,3628,181.467,0.011712934821844101,0.005972727667540312,0.003604260738939047,0.01791730336844921,0.5099257826805115,17,17,0,0.0,0.15324032575635693,0.11134094861599515,0.12259532510515066,0.1531943582553801,0.1531790357550545,0.15324032575635693,0.1532096807557057,0.7513781697905182,0.0,1.0,0.2486218302094818,2378,0.655457552370452,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,8.900111424736679e-06,0.018724843859672546,4634.17333984375,2190.78955078125,1175.2003173828125,24478.86328125,0,0
right arm,subject05,data/right arm/subject05/filtered/subject05_session02_relabeled_first_gesture_dropped_filtered.npz,subject05_session02_relabeled_first_gesture_dropped_filtered.npz,362718,17,3626,181.359,0.011699617840349674,0.005898752715438604,0.0037053676787763834,0.017690205946564674,0.5041833519935608,17,17,0,0.0,0.15320980751112576,0.1114260108921281,0.12254027100104939,0.15320980751112576,0.15320980751112576,0.15317916861351327,0.15322512695993198,0.7526199669056812,0.0,1.0,0.2473800330943188,2379,0.6560948703805847,0.1723413198823035,0.13787305590584278,0.1723413198823035,0.1723413198823035,0.17276166456494324,0.1723413198823035,1,1.0754396498668939e-05,0.018558451905846596,7956.02587890625,2000.4525146484375,475.95855712890625,93241.828125,0,0
right arm,subject05,data/right arm/subject05/filtered/subject05_session03_relabeled_first_gesture_dropped_filtered.npz,subject05_session03_relabeled_first_gesture_dropped_filtered.npz,363150,17,3630,181.575,0.01243522297590971,0.007570371497422457,0.003150611650198698,0.02100304700434208,0.608784556388855,17,17,0,0.0,0.15326850723738153,0.11133077400519528,0.12255656958077592,0.15320720596461385,0.15317655532823,0.15320720596461385,0.1532531819191896,0.7509641873278237,0.0,1.0,0.2490358126721763,2378,0.6550964187327823,0.1724137931034483,0.13793103448275862,0.17283431455004206,0.1724137931034483,0.1724137931034483,0.1719932716568545,1,9.542754014546517e-06,0.016810791566967964,4577.23828125,1765.5772705078125,685.29736328125,33814.375,0,0
right arm,subject05,data/right arm/subject05/filtered/subject05_session04_relabeled_first_gesture_dropped_filtered.npz,subject05_session04_relabeled_first_gesture_dropped_filtered.npz,362232,17,3621,181.116,0.020486654713749886,0.015639014542102814,0.0023153743240982294,0.0415470190346241,0.7633756995201111,17,17,0,0.0,0.15319337964416735,0.11149065230877633,0.12249649605183546,0.15323933306271875,0.15317806183798358,0.15317806183798358,0.15322401525653495,0.7528307097486882,0.0,1.0,0.2471692902513118,2378,0.6567246616956642,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,2.12767790799262e-05,0.028872136026620865,4697.75927734375,1377.55419921875,705.8602905273438,51267.62890625,0,0
right arm,subject06,data/right arm/subject06/filtered/subject06_session01_relabeled_first_gesture_dropped_filtered.npz,subject06_session01_relabeled_first_gesture_dropped_filtered.npz,362232,17,3621,181.116,0.018679210916161537,0.007297667209059,0.008445236831903458,0.03724297881126404,0.3906839191913605,17,17,0,0.0,0.15322512695993198,0.11153324703377172,0.12252495155224315,0.15317916861351327,0.15325576585754444,0.15314852971590082,0.1531332102670946,0.7544877105771887,0.0,1.0,0.2455122894228114,2381,0.6575531621099144,0.17219655606887863,0.1377572448551029,0.17261654766904663,0.1730365392692146,0.17219655606887863,0.17219655606887863,1,3.667151986519457e-06,0.03078901767730713,13063.189453125,9542.8759765625,4472.986328125,45417.0546875,0,0
right arm,subject06,data/right arm/subject06/filtered/subject06_session02_relabeled_first_gesture_dropped_filtered.npz,subject06_session02_relabeled_first_gesture_dropped_filtered.npz,362718,17,3626,181.359,0.013498221524059772,0.006676007527858019,0.005288219079375267,0.035969845950603485,0.49458423256874084,17,17,0,0.0,0.15322154385911155,0.11131198149268823,0.12259561983407766,0.15322154385911155,0.15320622323678787,0.1531909026144642,0.1532521851037589,0.7517926089354661,0.0,1.0,0.24820739106453393,2378,0.655819084390513,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,3.2688258215785027e-06,0.01888113096356392,41245.90625,5785.64501953125,2624.528564453125,290064.1875,0,0
right arm,subject06,data/right arm/subject06/filtered/subject06_session03_relabeled_first_gesture_dropped_filtered.npz,subject06_session03_relabeled_first_gesture_dropped_filtered.npz,363042,17,3629,181.521,0.013686570338904858,0.004161297343671322,0.00654209591448307,0.02278062514960766,0.30404236912727356,17,17,0,0.0,0.1531549819031387,0.11153794595836765,0.12256075374863555,0.15320094218579444,0.15308221145560044,0.15324690246845019,0.15321626228001303,0.7508955635161202,0.0,1.0,0.24910443648387987,2377,0.6550013777900248,0.17206562894404712,0.1379890618426588,0.17248632730332353,0.17248632730332353,0.17248632730332353,0.17248632730332353,1,0.009097844362258911,0.025837954133749008,3.50701642036438,1.5033586025238037,1.1336947679519653,13.07254409790039,8,9
right arm,subject06,data/right arm/subject06/filtered/subject06_session04_relabeled_first_gesture_dropped_filtered.npz,subject06_session04_relabeled_first_gesture_dropped_filtered.npz,362448,17,3623,181.224,0.015683120116591454,0.005133099388331175,0.007939603179693222,0.02763460762798786,0.32730090618133545,17,17,0,0.0,0.15324267381727638,0.11141926833939858,0.12259720360084275,0.15318138287684352,0.153074123731086,0.15322735108216817,0.1532579965523846,0.7524151255865305,0.0,1.0,0.2475848744134695,2378,0.6563621308308032,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,1.6281790522043593e-05,0.02545836754143238,13135.5087890625,997.3856201171875,818.922119140625,152769.453125,0,0
right arm,subject06,data/right arm/subject06/filtered/subject06_session05_relabeled_first_gesture_dropped_filtered.npz,subject06_session05_relabeled_first_gesture_dropped_filtered.npz,363312,17,3632,181.656,0.02112642675638199,0.015299398452043533,0.0075792474672198296,0.07803703844547272,0.7241829633712769,17,17,0,0.0,0.15314852971590082,0.1114719692385468,0.12260154879627432,0.15320980751112576,0.15317916861351327,0.15319448806231953,0.15319448806231953,0.7508259911894273,0.0,1.0,0.2491740088105727,2379,0.6550110132158591,0.1723413198823035,0.13787305590584278,0.17276166456494324,0.1723413198823035,0.1723413198823035,0.1723413198823035,1,9.800336556509137e-06,0.02921057492494583,4443.4482421875,2761.91943359375,1742.880126953125,19753.734375,0,0
right arm,subject06,data/right arm/subject06/filtered/subject06_session06_relabeled_first_gesture_dropped_filtered.npz,subject06_session06_relabeled_first_gesture_dropped_filtered.npz,362124,17,3620,181.062,0.019881529733538628,0.006743703503161669,0.008576106280088425,0.03477169945836067,0.3391943871974945,17,17,0,0.0,0.15322376738305943,0.11115197486878903,0.1225912730337509,0.15328506301957628,0.15325441520131786,0.15326973911044708,0.15322376738305943,0.7524861878453039,0.0,1.0,0.24751381215469614,2376,0.656353591160221,0.17255892255892255,0.13762626262626262,0.17255892255892255,0.17213804713804715,0.17255892255892255,0.17255892255892255,1,0.007447544950991869,0.03186136856675148,7.473212718963623,1.7833850383758545,1.3853226900100708,26.475746154785156,3,9
right arm,subject06,data/right arm/subject06/filtered/subject06_session07_relabeled_first_gesture_dropped_filtered.npz,subject06_session07_relabeled_first_gesture_dropped_filtered.npz,362772,17,3626,181.386,0.02098887227475643,0.01696126163005829,0.007033192552626133,0.08544620871543884,0.808107316493988,17,17,0,0.0,0.15319448806231953,0.11150260813615927,0.12254027100104939,0.15317916861351327,0.15317916861351327,0.15322512695993198,0.15317916861351327,0.7523441809156095,0.0,1.0,0.24765581908439052,2378,0.655819084390513,0.1724137931034483,0.13793103448275862,0.1724137931034483,0.1724137931034483,0.1724137931034483,0.1724137931034483,1,1.6220928955590352e-05,0.028363309800624847,2723.745849609375,2048.70166015625,621.5484008789062,7790.546875,0,0
right arm,subject06,data/right arm/subject06/filtered/subject06_session08_relabeled_first_gesture_dropped_filtered.npz,subject06_session08_relabeled_first_gesture_dropped_filtered.npz,362394,17,3622,181.197,0.01699982024729252,0.004051502328366041,0.01121780090034008,0.026049485430121422,0.23832619190216064,17,17,0,0.0,0.1531943582553801,0.11134094861599515,0.12254935760417385,0.1532096807557057,0.1531943582553801,0.15327097075700813,0.15324032575635693,0.7526228602981778,0.0,1.0,0.2473771397018222,2377,0.6562672556598564,0.17248632730332353,0.1379890618426588,0.17248632730332353,0.17248632730332353,0.17248632730332353,0.17206562894404712,1,0.009820186533033848,0.08468392491340637,10.314088821411133,7.245556354522705,6.564886093139648,17.556825637817383,0,0
right arm,subject07,data/right arm/subject07/filtered/subject07_session01_filtered.npz,subject07_session01_filtered.npz,363906,17,3638,181.953,0.05619814619421959,0.029657352715730667,0.01930377073585987,0.11307572573423386,0.5277283191680908,17,17,0,0.0,0.14808122398803264,0.11133492305641542,0.14809603507264837,0.14812565724187982,0.1481108461572641,0.14815527941111128,0.14809603507264837,0.7751511819681144,0.0,1.0,0.22484881803188564,2460,0.6761957119296317,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,1.5864561646594666e-05,0.08055629581212997,14926.953125,3990.748291015625,2011.8033447265625,122476.9921875,0,0
right arm,subject07,data/right arm/subject07/filtered/subject07_session02_filtered.npz,subject07_session02_filtered.npz,364284,17,3641,182.142,0.06393672525882721,0.031579215079545975,0.021326322108507156,0.13145147264003754,0.49391356110572815,17,17,0,0.0,0.14808561060505074,0.11138265570613938,0.1481152336517811,0.1481004221284159,0.14808561060505074,0.1481152336517811,0.1481152336517811,0.7753364460313101,0.0,1.0,0.22466355396868992,2460,0.6756385608349355,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.02813216671347618,0.11682384461164474,6.3364105224609375,3.6071386337280273,1.59018075466156,35.68869400024414,0,3
right arm,subject07,data/right arm/subject07/filtered/subject07_session03_filtered.npz,subject07_session03_filtered.npz,364068,17,3639,182.034,0.05783820152282715,0.02653667703270912,0.020129676908254623,0.12479636818170547,0.4588088095188141,17,17,0,0.0,0.1481212695685659,0.11133162517217376,0.1481508908603504,0.1481212695685659,0.14807683763088908,0.14809164827678134,0.14810645892267363,0.7746633690574334,0.0,1.0,0.22533663094256665,2459,0.6757350920582578,0.16673444489629932,0.16673444489629932,0.16673444489629932,0.16632777551850345,0.16673444489629932,0.16673444489629932,1,0.04376453906297684,0.19950999319553375,13.816585540771484,5.0229878425598145,0.9516356587409973,136.66026306152344,1,3
right arm,subject07,data/right arm/subject07/filtered/subject07_session04_filtered.npz,subject07_session04_filtered.npz,363960,17,3638,181.98,0.05400741472840309,0.023091426119208336,0.01930239051580429,0.11112181097269058,0.42756029963493347,17,17,0,0.0,0.14814046832649555,0.11134973414103115,0.1480516018188012,0.14809603507264837,0.14809603507264837,0.14803679073418546,0.1482293348341899,0.7757009345794392,0.0,1.0,0.22429906542056074,2460,0.6761957119296317,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1,0.0701453909277916,0.2293703556060791,10.576339721679688,3.652556896209717,0.662947416305542,103.80644989013672,2,3
